,Texto,Discurso de ódio
7526,"O maior estudo nacional sobre cloroquina ratificou que ela não funciona contra a Covid-19 

e ainda gera complicações 

Espero que isso e os 85 mil mortos mudem o curso dessa tragédia",0
7527,"METRÓPOLES
Distro Federal supera marca de 90 mil infectados e registra 1.218 mortes por Covid-19
Nas últimas 24 horas, foram notificados 42 falecimentos provocados pelo novo coronavírus 
https://metropoles.com/colunas-blogs/grande-angular/df-supera-marca-de-90-mil-infectados-e-registra-1-218-mortes-por-covid-19…",0
7528,Goiás registra recorde com 102 mortes confirmadas por Covid-19 nas últimas 24h e soma 50 mil casos https://opopular.com.br/noticias/cidades/goi%C3%A1s-registra-recorde-com-102-mortes-confirmadas-por-covid-19-nas-%C3%BAltimas-24h-e-soma-50-mil-casos-1.2090542?ref=twitter… Não é só uma gripizinha! É uma pandemia que mata! Mas continuamos sem ministro da saúde! E o governo federal continua inerte!,0
7529,"Analisando com muita Frieza chego a seguinte Conclusão: Este Cidadão não  está com COVID-19 Leve, nao está  há mais de 15 Dias tomando cloroquina.Tudo não passa de um Grande Teatro!",0
7530,"Recebemos no Quarte-General do CMN, o Sr Ministro da Defesa, Gen Fernando Azevedo, que veio à Gu de Belém acompanhar os trabalhos realizados pelo CCjN (CMN, 4° DN e ALA 9), no contexto das Op COVID-19 e Verde Brasil 2. Na Base Aérea, encontro com o Gov Pará, Sr Helder Barbalho.",0
7531,"Senado aprovou o Projeto de Lei de Conversão (PLV) 22/2020, que desobriga escolas e universidades de cumprir a quantidade mínima de dias letivos em 2020 devido à pandemia da Covid-19. Aprovada com 73 votos, a matéria será encaminhada à sanção https://bit.ly/3hHThar",0
7532,"Rep Dem do Congo (o país onde o Ebola se manifestou mais seriamente e até há pouco tempo) com de 200 mortes (em 90 milhões de hab) encerra o período de emergência da COVID-19, iniciado em meados de março. https://allafrica.com/stories/202007230014.html… via 
@allafrica",0
7533,"Está com Covid-19, meu amigo e colega, 
@CoronelTadeu
  no Hospital São Camilo SP. Ele está na pior fase, mas disse que está usando Hidroxicloroquina e Azitromicina, que irão vencer o vírus. Amigo Tadeu! A vida ainda te deve muitas alegrias! Breve estaremos nos debates da Câmara!!",0
7534,"Quando seu trabalho aparece na Globo é como se você estivesse lá, né?

No Bom Dia Rio, o 
@eurenesilva
 e a 
@melmmcs
 falaram sobre o Painel Covid 19 Nas Favelas, que leva o logotipo que criei lá no final de fevereiro quando o @vozdascomunidades começou a acompanhar a pandemia",0
7535,"O 
@minsaude
 reforçou compromissos de combate à Covid-19 no Paraná. Em visita ao estado, o ministro Pazuello reafirmou o trabalho em conjunto com os gestores locais para garantir a estruturação da rede pública de saúde.
Saiba mais: https://bit.ly/2CYRXRe",0
7536,"O maior estudo de vigilância genômica da Covid-19 na América Latina foi publicado hoje na #Science, uma das revistas acadêmicas mais prestigiadas do mundo. O trabalho é de 15 instituições brasileiras, entre elas a #Unicamp, além de  britânicas. Acesse:",0
7537,Cães farejadores alemães conseguem detectar Covid-19 https://glo.bo/3jAbwjD #G1,0
7538,"Hoje, tive a oportunidade de ver o meu avô que venceu o covid-19 enquanto estava com um cancro genético e duas costelas partidas. Mal chegou perto de mim disse-me: “Não é hoje que se têm de despedir”. Ele sim, é um grande lutador e a minha maior fonte de inspiração ",0
7539,"Daily Newsletter Edição 18, Volume 2
* Evolução da pandemia de #covid-19 no Brasil
* Transmissão vertical
* Casos de #covid-19 subestimados nos EUA
Para todas as edições, acesse https://oxfordbrazilebm.com/index.php/newsletter/…",0
7540,"Cientistas do mundo todo estão dedicados a achar uma cura/vacina para o covid 19 mas mesmo com tanto esforço não tem nada 100% concreto. No entanto, eu tenho certeza que sua tia do whats descobriu sim uma chá milagroso que vai salvar todo mundo.",0
7541,"""A chave para combater a covid-19 já existe. Precisamos começar a usá-la"", diz professor de epidemiologia de Yale, Harvey Risch",0
7542,"Hoje completa 120 dias da Pandemia do Covid 19 no Brasil, Se o Pão não te faltou e nem a Saúde , Agradeça a Deus.",0
7543,"Eduardo Leite com COVID-19 old que essa enrustida furou a quarentena pra levar leite e agora tá covidada, forças!",0
7544,"Estudei curvas epidemiológicas de Covid-19 em +150 países.

Não há nada parecido com o Brasil.

Há 2 meses, estamos estacionados em mil mortes/dia.

A questão nem é mais a liderança mundial de óbitos. 

É a inércia.

A situação não melhorou 1 milímetro.

E seguimos sem ministro.",0
7545,Vc já teve a sensação de quê já teve o covid-19 e se curou sabe lá Deus como?,0
7546,Brasil contabiliza média diária de 1.065 mortes por covid-19; país registrou nesta sexta-feira 1.178 mortes e 58.249 novas infecções de coronavírus,0
7547,"#BoletimCoronavírus 
RIO GRANDE REGISTRA 1 ÓBITO PELA COVID-19 E 50 CASOS POSITIVOS NESTA SEXTA

Veja as informações sobre os casos positivos de hoje em nosso site: http://riogrande.rs.gov.br",0
7548,Equipe do Roda Viva fará exames após Leite testar positivo para Covid-19,0
7549,"OMS: Mundo registra recorde diário de casos pela Covid-19, com mais de 284 mil infecções https://oglobo.globo.com/sociedade/coronavirus/oms-mundo-registra-recorde-diario-de-casos-pela-covid-19-com-mais-de-284-mil-infeccoes-24549924?utm_source=Twitter&utm_medium=Social&utm_campaign=O%20Globo…",0
7550,"Governador do RS, Eduardo Leite afirma que está com covid-19 http://r7.com/a8Jq",0
7551,Covid-19: DF registra mais 22 mortes e total chega a 1.135 https://bit.ly/2OQjdnE,0
7552,Brasil passa de 85 mil mortes por Covid-19 e continuamos sem ministro da saúde. Sequer temos um programa de contenção. Nada.,0
7553,Brasil tem 1.178 mortes de covid-19 em 24h; total passa de 85 mil,0
7554,Modelo em 3D mostra o que a Covid-19 faz aos pulmões  http://r7.com/Jygt,0
7555,O Ministério da Saúde confirmou mais 55.891 novos casos e 1.156 mortes por Covid-19 nesta sexta-feira (24),0
7556,"Boa noite, galera! Amanhã o nosso jogo será lá na quadra municipal. Devido aos índices de COVID-19, que ainda não baixaram,todos deverão usar máscara e tomar as devidas precauções. Haverá fiscalização que a falta da mesma acarretará no impedimento da realização do jogo.",0
7557,"França impõe teste de Covid-19 para viajantes do Brasil e outros 15 países.

https://buff.ly/3jAgbC9",0
7558,"“A chave para combater a covid-19 já existe. Precisamos começar a usá-la”, diz professor de epidemiologia de Yale, Harvey Hirsch -",0
7559,As mortes de Covid-19 no Brasil é igual a população inteira do município de Lajeado  no RS. Como se o município inteiro tivesse desaparecido.,1
7560,"¡Bravo 
@UNICEFUSA
! #WashYourHands
  #SocialDistancing #COVID__19",0
7561,"Brasil ultrapassa 85 mil mortes por covid-19, aponta consórcio de veículos de imprensa no boletim das 20h https://extra.globo.com/noticias/coronavirus/brasil-ultrapassa-85-mil-mortes-por-covid-19-aponta-consorcio-de-veiculos-de-imprensa-no-boletim-das-20h-rv1-1-24550569.html?utm_source=Twitter&utm_medium=Social&utm_campaign=Extra…",0
7562,"“A chave para combater a covid-19 já existe. Refiro-me, é claro, ao medicamento hidroxicloroquina. 

Precisamos começar a usá-la”, diz professor de epidemiologia Harvey Risch

Dezenas de milhares de pacientes com covid-19 estão morrendo desnecessariamente",0
7563,"A covid-19 causou 85.238 mortes no Brasil, segundo dados atualizados pelo 
@minsaude
 nesta sexta-feira (24). Foram registradas 1.156 mortes de ontem para hoje. Em termos de novos diagnósticos, foram 55.891 nas últimas 24 horas.

> https://bit.ly/2D7m2hn",0
7564,"O isolamento social na capital fluminense por conta da pandemia da covid-19 teve como resultado, entre março e junho, o fechamento de 14.469 vagas formais de trabalho em bares e restaurantes.

Leia mais:",0
7565,1.156 mortes por Covid-19 hj e o povo tá achando que tudo voltou ao normal,0
7566,"Na boa, depois de toda essa tragédia que estamos vivendo no Brasil (a maior da história do País) quem tinha que largar esse governo genocida já largou, né? Quem ainda apoia o presidente não abre nem se algum familiar infelizmente morrer de Covid-19. É isso, né?",0
7567,"Tô fazendo acompanhamento d pessoas suspeitas d covid-19. Aí se vê como esse vírus evidenciou a desigualdade. Como eu vou dizer p 1 mulher, q mora em 2 cômodos com 4 filhos e o marido,se isolar? Quem vai cuidar das crianças, já q o marido sai pra trabalhar? É triste",0
7568,"As ações para enfrentar a Covid-19 não param. Em todo o Estado, já foram distribuídas 2.084.32 de máscaras de proteção e 18.428 cestas básicas. Mais cuidado com os maranhenses durante a pandemia. Confira!

#GovernoDeTodosNós",0
7569,"RESPIRA...

Brasil passa de 85.385 mortes por Covid-19 e tem média de 1.065 por dia na última semana.

O país já conta com 2.348.200 infectados, 9 estados têm alta de mortes, com destaque para Pará, Rio Grande do Sul e Goiás que tiveram aumento de quase 50 mortes por dia.",0
7570,"O Ceará fica mais pobre com a partida do seu poeta e cordelista, vítima da covid-19. Que tristeza 
Luciano Carneiro, presente!",0
7571,"Atualização 24/07 do #PainelConass Covid-19:

Casos
55.891 casos no último período
2.343.366 casos acumulados

Óbitos
1.156 óbitos no último período
85.238 óbitos acumulados

O painel é atualizado todos os dias, às 18h. Acesse:",0
7572,"É ENGANOSO que o bom desempenho de Cuba frente à pandemia de covid-19 seja atribuído ao uso de hidroxicloroquina. É o que afirma, erroneamente, texto que viralizou nas redes (com 
@estadaoverifica
 e 
@folha
).
#CoronavirusFacts #DatosCoronaVirus",0
7573,Por que a COVID-19 é mais mortal para a população negra? – Artigo de Edna Araújo e Kia Caldwell,0
7574,"Sobra cloroquina, faltam sedativos:  Intendente incompetente e irresponsável no Ministério da Saúde, general Pazuello, gastou milhões em cloroquina inócua, estocada em depósitos, e deixou UTIs sem remédios para tratar vítimas da covid-19 https://youtu.be/jT09KtT-2fA via 
@YouTube",0
7575,"Nos médicos, não podemos demonizar a cloroquina e a hidroxicloroquina. Ela funciona para várias doenças indicadas. Mas no caso da COVID-19, essas drogas NÃO FUNCIONAM MESMO. Não adianta forçar a barra.",0
7576,"Eu falei no podcast Na Quarentena do 
@Estadao
 sobre como estamos lidando com a desinformação sobre covid-19 no 
@estadaoverifica
. A 
@brubira
 e o Gustavo Lopes me perguntaram qual a coisa mais absurda que já desmentimos e foi difícil pensar em uma só 
 https://open.spotify.com/episode/1IVpMYP38GL6MRRcJdVgXR?si=uWJqrxTPSFC-0BhuQaNVAA…",0
7577,"Governador gaúcho 
@EduardoLeite_
 acaba de informar que testou positivo para Covid-19, mesmo estando assintomático. Torço para que não passe pelo sofrimento que a doença causa a muitas pessoas; e se livre do vírus o mais breve possível.",0
7578,"Nunca pensei q diria Isso..
OBRIGADO COVID 19 
#FechadoComBolsonaroAte2026 ",0
7579,Especialistas apontam erros crassos em “maior pesquisa no Brasil” que tenta desqualificar a hidroxicloroquina como medicamento eficaz em tratamentos de pacientes de covid-19,0
7580,"Alguém acredita que os 85000 mortos que foram divulgados como covid-19 realmente morreram de covid-19???
Tenho minhas dúvidas.",0
7581,"Pacientes com a covid-19 estão morrendo por falta de anestésicos para serem entubados.
#PazuelloAssassino",0
7582,Brasil tem semana com maior número de casos e de mortes por covid-19,0
7583,"6 dias no hospital internado, fiquei com mto medo, mas Deus é tremendo e me tirou dessa... obg meu Deus, eu venci o COVID-19 ",0
7584,"Por trás dos quase 86 mil mortos em decorrência da covid-19 no Brasil
está:

- O negacionismo ao isolamento social
- O veto ao uso de máscaras
- A cloroquina milagreira
- MS utilizando APENAS 30% do orçamento previsto p/ o combate ao coronavírus
- Nenhum plano de enfrentamento",0
7585,"Brasil registra 1.111 mortes por covid 19 em 24 horas e ultrapassa 86 mil vítimas!!!!
Olha quem é o principal culpado!!!!",0
7586,fgf informa que os dois biceps do arbritro anderson daronco testaram positivo para covid-19,0
7587,"Porque em 1 século é a primeira pandemia que ameaça ferir de morte o capitalismo. 

Por que as vacinas contra covid-19 estão sendo desenvolvidas tão rapidamente?",0
7588,"Se o Bolsonaro foi curado pela hidroxicloroquina, então podemos afirmar que o covid-19 matou mais de 80000 por culpa de médicos, Mandetta, governadores, rede Globo e STF.",0
7589,"Brasil registra 1.111 novas mortes por Covid-19 e total chega a 86,5 mil",0
7590,"O exemplo da Suécia vai mostrando cada vez mais como a quarentena, lockdown e fechamento de escolas foram inúteis para enfrentar a Covid 19",0
7591,"GLOBO
Brasil supera 86 mil mortes por Covid-19 e média móvel bate recorde no país
Número de casos chega a 2.396.434, após novas atualizações; nos últimos 7 dias, média diária de mortes foi de 1.097 pessoas",0
7592,Cuba completa duas semanas sem mortes por covid-19 http://r7.com/jEjZ,0
7593,Americanos identificam 21 remédios com potencial para combater a covid-19 https://bit.ly/30KvyiJ,0
7594,"#OperaçãoCOVID19 | A atividade que faz parte da capacitação dos militares da Escola Superior de Guerra para o combate da Covid-19. 
https://gov.br/defesa/pt-br/assuntos/noticias/esg-executa-atividade-de-descontaminacao-nas-instalacoes-do-campus-brasilia…",0
7595,"A vacina do covid-19 já deve tá disponível pra quem tá frequentando praias e shoppings, né??????",0
7596,"Um corrupto barato (pelos padrões da corrupção brasileira) vítima da democracia da COVID.  
 Morre ex-deputado petista, vítima do Covid-19",0
7597,"""Se eu saio pra trabalhar, por que não posso sair pra me divertir?""

Certo. Vai fundo. E boa sorte.

Brasileiros abandonam quarentena antes de a Covid-19 arrefecer no país",0
7598,Justiça determina que Prefeitura de Porto Alegre apresente medidas de combate à Covid-19,0
7599,"Confira lista de grandes eventos que sofreram alterações por causa da covid-19 - via 
@EstadaoSaude",0
7600,CORONAVÍRUS: Espanha registra novo recorde de casos e teme nova onda por covid-19 #JornalDaRecord,0
7601,"Ex-gremista!

O zagueiro Léo foi diagnosticado com COVID-19 e está fora do jogo do Cruzeiro neste fim de semana!

Desejamos ao atleta uma breve recuperação!",0
7602,"O Scorpions se reuniu em Hannover, Alemanha, para retomar o trabalho em seu próximo disco. O baterista Mikkey Dee já está recuperado, após ter sido diagnosticado com Covid-19.",0
7603,1.244 mortes por covid-19 e mais de 90 mil casos no DF (notificados) e a classe média/alta brasiliense NÃO consegue se controlar. Vai se fuder!,0
7604,"RIO DE JANEIRO

Em mais um dia de praias cheias na capital, o estado confirmou mais 154 mortes e 1.414 casos de #Covid_19 nas últimas 24h.

O total de casos passa dos 156 mil com 12.808 mortes pela doença, até o momento.",0
7605,Academia Militar das Agulhas Negras tem 13% de infectados por covid-19.,1
7606,Ótima notícia! Nosso capitão Bolsonaro está curado do covid-19!,0
7607,"Enquanto isso...
Mais de 86 mil mortos por Covid-19.",0
7608,"A Bahia registrou nas últimas 24 horas 3.632 casos de covid-19, uma taxa de crescimento de +2,5%. No mesmo período, ocorreram mais 44 óbitos (+1,4%) pela doença: https://glo.bo/2OYnCox #coronavirus #correio24horas",0
7609,"Quando o Brasil bater 100 mil mortos pela COVID-19 vai ter uma live da turma do ""corona é o caralho""?",0
7610,"Caixas de Ivermectina apreendidas pela PRF, nesta sexta-feira, 24, durante fiscalização em um ônibus de passageiros (Goiânia - Imperatriz), na BR-153, em Colinas do Tocantins. O remédio tem sido usado no tratamento da covid-19, mesmo sem comprovação científica da eficácia.",0
7611,Léo testou positivo para a Covid-19. Não joga amanhã contra a URT!,0
7612,"Se a covid-19 ou a cloroquina matar o verme fascista, eu juro q posto uma foto de cueca! 

Esse é o tweet.

Boa noite pra quem é de boa noite!",0
7613,"Tá morrendo muito Esquerdista da Covid 19 pq ignoram a Cloroquina Simples assim 
 vão pela Cabeça dos Líderes ai dar caixão e Vela Preta",0
7614,se cancelarem a copa pistão por conta do covid 19 eu desisto de 2020.,0
7615,"Zagueiro Léo testou positivo pra Covid-19 outra vez, e não joga contra a URT. A decisão de retirar o jogador é em respeito aos protocolos estabelecidos e também pela segurança dos colegas de trabalho. Léo está assintomático e repetirá os exames para ver uma contraprova.",0
7616,"Mais de 18 mil profissionais da saúde estão com a Covid-19, em Pernambuco http://bit.ly/30FQ1oM",0
7617,Favelas do Rio registram 9 novos casos e 1 morte de Covid-19 neste sábado (25) https://bit.ly/2ZZS2gA,0
7618,"Webconferências nos EUA ajudam profissionais de saúde -enfermeiros, médicos e outros profissionais da área médica- que tratam do vírus da Covid-19 ou o pesquisam nas Américas Central e do Sul.",0
7619,"PE confirmou hoje (25), 1.710 novos casos da Covid-19, destes 136 (8%) são SRAG e 1.574 (92%) são leves. O aumento no n° de casos de hoje resulta do acúmulo de notificações dos últimos dias, devido à instabilidade do e-SUS Notifica.",0
7620,Covid-19: Brasil ultrapassa marca de 86 mil mortes,0
7621,"Bolsonaro não apenas é um inepto. É alguém que não demonstra a menor, a mais mínima empatia com centenas de milhares de brasileiros afetados pela morte de um ser querido devido à Covid-19. Homens públicos devem ter uma série de requisitos, começando por ter uma alma",0
7622,"Confirmamos mais 45 novos casos de Covid-19 e 16 óbitos cadastrados hoje e que ocorreram nos últimos 07 dias. Em relação a subnotificação das prefeituras, confirmamos mais 495 casos e 11 óbitos acontecidos em dias anteriores.",0
7623,"Bolsonaro é alvo de ação por ""toma lá da cá"" com dinheiro da covid-19",0
7624,"Rodrigo Rodrigues, apresentador do SporTV, é internado com Covid-19 no Rio de Janeiro

Apresentador foi diagnosticado com Covid-19 há 15 dias e estava afastado do trabalho desde então http://glo.bo/2CFTCLT",0
7625,"Esses comunistas viu...

Cuba completa duas semanas sem mortes por covid-19 https://noticias.uol.com.br/ultimas-noticias/efe/2020/07/26/cuba-completa-duas-semanas-sem-mortes-por-covid-19.htm… via 
@UOLNoticias
 @UOL",0
7626,Presidente do STJ João Otávio Noronha testa positivo para covid-19,0
7627,"O Tribunal Penal Internacional em Haia já conta com 3 denúncias contra o antimessias Bolsonaro por crimes contra a humanidade, negligência no combate à pandemia de covid-19 e genocídio contra os povos indígenas. Esperamos que sejam acatadas! #ForaBolsonaro",0
7628,A redução da notificação de casos da #Covid_19 no Brasil aos domingos é vergonhosa.,0
7629,"Fim de semana é de aglomeração, mesmo com 96 mil casos de covid-19 https://bit.ly/3jH6nX5",0
7630,"TERESINA, PIAUÍ,  26 DE JILHO DE 2020, DOMINGO. IMPORTAÇÃO DE PACIENTES MARANHENSES COM COVID-19 DO INTERIOR.
19h, domingo, mas NÓS, cidadãos teresinenses, temos de comprar TUDO por delivery pq só o vírus pode sair! 
#covid19brasil",0
7631,"Minha avózinha infelizmente não conseguiu vencer esse mal, mas o senhor conseguiu e É O NOSSO MILAGRE, TODA GLÓRIA É TODA HONRA SEJA DADA À DEUSSS!!! 
 Meu amor com 73 anos VENCEU O COVID-19!!!! ",0
7632,"Há coisas que ficas sem saber se é máscara ou pano de chão.  Máscara bem suja, parece que a pessoa usou desde covid-1 até chegar covid-19.",0
7633,"Seu Davino, de 110 anos, sobreviveu à gripe espanhola e à covid-19 #COVIDー19",0
7634,"Domingo à noite, >1000km, Covid-19, bens do clube penhorados, equipa relegada para a II Liga, com salários em atraso, que não pode treinar e que último jogo nem autocarro teve. Nada disso impediu que os adeptos do Aves tivessem presentes. Imagens do ano em Portugal. 
@ligaportugal",0
7635,"#MaisLidas Com Estado em colapso, milionários de MT com covid-19 recorrem a jatinhos para buscar tratamento em SP https://bbc.in/2D1stTi",0
7636,Campeonato Japonês tem primeiro jogo adiado por casos de Covid-19 após retomada http://glo.bo/39wFlx6,0
7637,"Como evitar novas ondas de contaminação da Covid-19? É o momento certo de retomar o contato entre alunos, professores e funcionários? Na maioria das capitais ainda não há dia certo para a volta das aulas presenciais: http://glo.bo/3024AUT #Fantástico",0
7638,">
@EstadaoInter
 Fazenda na Alemanha mantém 500 funcionários confinados após surto de covid-19",0
7639,"Rodrigo Rodrigues, apresentador da Globo e do Sportv, é internado no RJ por covid-19.",0
7640,Covid-19: Bolsonaro é acusado em Haia de crimes contra a humanidade #covid #coronavírus #pandemia #bolsonaro #haia #roma #genocídio,0
7641,Noronha testa positivo para Covid-19,0
7642,"Colegas desejam melhoras a Rodrigo Rodrigues, internado com covid-19",0
7643,"Pronta recuperação, Rodrigão! Vai ficar tudo bem 
Rodrigo Rodrigues, apresentador do SporTV, é internado com Covid-19 no Rio de Janeiro | futebol | http://ge.globo",0
7644,"Após quase dois meses, Rio volta a apresentar tendência de alta em mortes por Covid-19",0
7645,Noronha testa positivo para Covid-19 https://oantagonista.com/?p=414602,0
7646,"O avanço da extrema direita na Argentina, em meio à pandemia da covid-19, tem produzido manifestações negacionistas contra o isolamento social. Os protestos se voltam contra a imprensa, o comunismo e pedem a volta da ditadura militar.",0
7647,"Queremos respostas! Nesta segunda (27), às 10h, a Comissão Covid-19, que presido, ouve Alex Bousquet, secretário de Saúde do Rio. Vamos cobrar os pagamentos de salários e demais soluções para esse caos da saúde no governo Witzel! Veja na TV Alerj. #ComissãoCovid19 #coronavirus",0
7648,"Brasil registra 555 mortes por Covid-19 em 24 horas, diz Saúde",1
7649,"Com covid-19, apresentador do SporTV Rodrigo Rodrigues é internado no Rio https://bit.ly/2Env0b9",0
7650,"PANDEMIA: Após dois recordes semanais seguidos, últimas 24h tiveram menor registro dominical de mortes por Covid-19 em 5 semanas: 555. Nº de casos é semelhante aos dos últimos domingos: 24.578. 87.004 pessoas já morreram de Covid-19 no Brasil, e 2.419.091 foram diagnosticadas.",0
7651,"Muita força ao rubro negro, 
@RR_TV
!!

Apresentador do Sportv Rodrigo Rodrigues é internado em UTI com covid-19 https://uol.com.br/esporte/ultimas-noticias/2020/07/26/rodrigo-rodrigues-e-internado-em-hospital-particular-do-rio-por-covid-19.htm… via 
@UOLEsporte
 @UOL",0
7652,"Boa noite Jataí. Infelizmente tivemos mais dois óbitos por COVID-19 confirmados. São 1232 confirmações, 607 em isolamento domiciliar, 19 em hospitalar, 18 óbitos e 588 curas. Outros 29 aguardam resultado. Que Deus conforte o coração de todos os familiares e amigos das vitimas.",0
7653,"Confira o boletim semanal de combate à Covid-19 do 
@exercitooficial
 de 19 a 25 de julho: https://bit.ly/3hFAZ9o
#LutaremosSemTemor",0
7654,"Expostos aos riscos de contágio pelo coronavírus desde que a pandemia se instalou no DF, garis contabilizam 171 casos confirmados de Covid-19 na categoria. Essencial, a atividade se manteve em funcionamento mesmo diante das medidas de controle ao avanço da doença #Metrópoles",0
7655,"Mineirão, hoje, antes da partida do Cruzeiro contra a URT, com materiais da Máfia Azul, Fanáti-Cruz e demais torcidas. 

A Máfia Azul homenageou Jhonatta Mateus, membro da torcida, que faleceu recentemente em decorrência de complicações causadas pelo Covid-19.",0
7656,"Apresentador Rodrigo Rodrigues, do canal SporTV, é internado com covid-19 - https://itatiaia.com.br/noticia/apresentador-rodrigo-rodrigues-do-canal-sportv-e-internado-com-covid-19…",0
7657,"Número de indígenas com Covid-19 triplica em um mês. Dados são do Ministério da Saúde. Via 
@G1
. http://ow.ly/euDG50AIuy8",0
7658,"Em 1º de maio, o Brasil chegou a 87.000 casos de Covid-19.
Hoje, menos de 3 meses depois, o Brasil chega a 87.000 mortes causadas pela doença.

Os casos saltaram para 2.400.000.",0
7659,"Uma coalizão, com + de 1 milhão de trabalhadores da saúde no Brasil, acaba de denunciar Bolsonaro em Haia por genocídio e crime contra a humanidade. A denúncia leva em consideração vetos a leis de combate ao COVID-19 e sua negligência em proteger o povo e profissionais de saúde.",0
7660,"Na final do Paulistão de 1977, quase 87 mil pessoas lotaram o Morumbi para ver o Corinthians sair da fila. Pegue todas as testemunhas desse dia histórico e as mate. É esse o número de vítimas da covid-19 no Brasil governado pelos imbecis.",0
7661,"Se alguém pode ser responsabilizado pelas 80 mil vidas perdidas p/ a COVID-19 no Brasil, essa pessoa é Bolsonaro. Agora, ele deve ser julgado pela sua conduta criminosa no Tribunal Penal Internacional, em Haia. Que a justiça seja feita e a gente se livre desse governo da morte",0
7662,"Visitei o Hospital de Guarnição de Marabá, onde tive a oportunidade de verificar obras em andamento; conversar com o corpo clínico; verificar instalações da Ala COVID-19, felizmente sem nenhum paciente; e, ainda, inaugurar a brinquedoteca da pediatria. Saúde é fundamental. Selva!",0
7663,"A experiência humana não cabe nas estatísticas, todas as mortes evitáveis por covid-19 que estão ocorrendo no Brasil não podem entrar para história como números. Há responsáveis e eles devem ser denunciados sim.",0
7664,"Politicamente Dória morreu. Quem continua falando é seu fantasma que não viu a luz...

O barco do Governador de SP, João Dória, começou a fazer água, aliás, muita água. A aposta na repercussão nacional da VACINA chinesa contra o COVID-19 foi um fracasso",0
7665,"Atenção: Presidente do STJ, João Otávio de Noronha, testou positivo para Covid-19. Resultado saiu neste domingo. Ministro está assintomático e seguirá respondendo pelo plantão da corte de casa, em Brasília, onde cumprirá a quarentena. Com a 
@thaisarbex
.",0
7666,"ATENÇÃO ATENÇÃO, a LIVE da Rejane Dias e Tábata Amaral acabou de falecer, e ñ foi de Covid-19, foi de Polícia Federal mesmo, o sintoma principal foi que a Rejane Dias foi pega pela PF desviando 50 milhões do Fundeb que seria defendido na referida Live por ela e a psicopata Tábata",0
7667,agora ao invés de ficar ansiosa com medo de pegar covid-19 e que a minha família e amigos peguem covid vou ficar ansiosa com medo de pegar covid-19 e que a minha família e amigos peguem covid E com o semestre,0
7668,"A continuar no ritmo que vai  em menos de 10 dias estaremos alcançando a marca dos 100 mil mortos pelo covid 19 
É GENOCÍDIO ou não é ?",0
7669,"bolsominions: ""ah, o negócio é só tomar cloroquina e ivermectina, não tem covid-19 que resista, a ciência não resolve""

*ciência avança na vacina contra o covid-19*

bolsominions: ""ain, essa vacina que não sai logo"" 

enfim, a hipocrisia",0
7670,“Foi descoberta a vacina pro Covid-19 com 100% de eficácia”,0
7671,Fortaleza reduz de 88 para 4 média móvel de óbitos por Covid-19 em comparação com a semana de pico da pandemia https://glo.bo/2EmLMah #G1CE,0
7672,"Pessoal, a partir de hoje, pessoas em vulnerabilidade social, diagnosticadas com Covid-19 e que precise cumprir os 14 dias de isolamento poderão ser atendidas no Centro de Acolhimento e Isolamento Social (CAIS).",0
7673,"Pânico é o mínimo. Diariamente torcem contra o Brasil e a favor do COVID-19. Emissora proselitista. Jornazismo de manipulação e narrativas construídas.

Telespectadora acusa Globo de causar pânico durante pandemia e processa emissora - ISTOÉ Independente",0
7674,"Dobra número de países com recorde diários de casos de Covid-19. São quase 40 países, incluindo o Brasil ==> https://glo.bo/3hMayiJ #G1",0
7675,Justiça proíbe repasse de R$ 508 milhões da Lava Jato para o combate da covid-19 https://gazetabrasil.com.br/especiais/operacao-lava-jato/justica-proibe-repasse-de-r-508-milhoes-da-lava-jato-para-o-combate-da-covid-19/…,0
7676,"Não seja blasé com a covid-19', diz piloto que ficou 2 meses em coma e perdeu movimento das pernas http://r7.com/dud8",0
7677,"Eu sou a prova científica de que doce de leite é uma vacina pra Covid-19: como 1 colher todos os dias e até hoje não me contaminei.

Afinal, uma coisa acontece, daí outra acontece, e então uma é causa da outra e o nome disso é CIÊNCIA.",0
7678,"Estamos ao vivo no I Congresso Digital COVID-19 Repercussões Jurídicas e Sociais da Pandemia. Ao lado de Ronnie Preuss Duarte, Felipe Santa Cruz e Michel Temer, apresentarei o painel ""O Semi-presidencialismo como opção para o Brasil"".",0
7679,"A pandemia de covid-19 intensificou o uso de máscaras, luvas, sacolas e embalagens – e já dá para perceber os danos ao meio ambiente.",0
7680,"O ex-presidente também afirmou que a responsabilidade pelo Brasil ser o atual epicentro da #covid-19 na América do Sul é de 
@jairbolsonaro
.",0
7681,Coreia do Norte diz que 1º caso de covid-19 veio da Coreia do Sul http://r7.com/6ng0,0
7682,"O 
@minsaude
 credenciou 1.615 novos Centros de Atendimento para Enfrentamento da Covid-19 em 1.302 municípios espalhados pelo país. O investimento total é de R$ 432,4 milhões.",0
7683,"Dr Roberto Kalil cita estudo publicado, hoje, q NÃO é a hidroxicloroquina q ataca o coração. É o próprio vírus. Não é a hidroxicloroquina q mata o paciente do coração, SIM o COVID-19. Desmentiu o 
@lhmandetta
 e tantos outros que são contra o uso LOGO nos primeiros sintomas.",0
